,index,smiles,length,inchikey,name,groups,withdrawn_class,source
86,86,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2],218,FQCKMBLVYCEXJB-MNSAWQCASA-L,atorvastatin calcium,approved,0,['ChEMBL']
87,87,CC(C)c1c(c(-c2ccccc2)c(-c3ccc(cc3)F)n1CC[C@]([H])(C[C@]([H])(CC(=O)O)O)O)C(=Nc4ccccc4)O.CC(C)c1c(c(-c2ccccc2)c(-c3ccc(cc3)F)n1CC[C@]([H])(C[C@]([H])(CC(=O)[O-])O)O)C(=Nc4ccccc4)[O-].[Mg+2],218,FYXCMEBRSGCOTJ-KAYWLYCHSA-N,atorvastatin magnesium,US Approved Rx,0,['NCATS']
88,88,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)[O-])[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O7)O)O)O.[Na+].[Na+].[Na+],217,CCXAYLQLOLXXKE-DWJAGBRCSA-K,trisodium glycyrrhizate,US Previously Marketed,1,['NCATS']
89,89,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)O)O)O)O.CC(=N[C@@]([H])(CSC(=O)c1ccccc1O)C(=O)O)O,217,CEKAAZRHRXXWDX-CQWDQVLCSA-N,erythromycin salnacedin anhydrous,US Approved Rx,0,['NCATS']
90,90,CC[C@]1([H])[C@]([H])(/C(/[H])=C(\C)/C(/[H])=C(\[H])/C(=O)[C@]([H])(C)C[C@]([H])(CC=O)[C@@]([H])([C@@]([H])(C)[C@@]([H])(CC(=O)O1)O)O[C@@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O2)O[C@@]3([H])C[C@](C)([C@]([H])([C@]([H])(C)O3)O)O)N(C)C)O)CO[C@@]4([H])[C@@]([H])([C@@]([H])([C@@]([H])([C@@]([H])(C)O4)O)OC)OC.Cl,216,OLLVTRJWJCUNEY-NGHGDOISSA-N,tylosin hydrochloride,Possibly Marketed Outside US,0,['NCATS']
91,91,C[C@@]1([H])C[C@@]([H])(C)[C@@](C)(O)O[C@]1([H])[C@@]2([H])C[C@@]([H])([C@]([H])([C@]3(C)CC[C@]([H])([C@]4(C)CC[C@]5(C[C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)[C@@]6([H])[C@@]([H])([C@]([H])([C@]([H])(C)[C@](CC(=O)[O-])(O)O6)O)OC)O5)O)O4)O3)O2)O[C@@]7([H])CC[C@@]([H])([C@@]([H])(C)O7)OC.[Na+],215,BJWBCTGLYHOEEX-ASZYJFLUSA-N,semduramicin sodium,Possibly Marketed Outside US,0,['NCATS']
92,92,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)[O-])[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O7)O)O)O.[K+].[K+].[K+],214,NPYPAHLBTDXSSS-UHFFFAOYSA-N,tripotassium glycyrrhizinate,US Previously Marketed,1,['NCATS']
93,93,C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc([O-])c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.[Ca+2],214,GJPGCACMCURAKH-YQCFNCLSSA-L,doxycycline calcium,approved,0,['ChEMBL']
95,95,CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,213,HALQELOKLVRWRI-VDBOFHIQSA-N,doxycycline hyclate,approved,0,"['ChEMBL', 'NCATS']"
96,96,CC[C@]1([H])[C@]([H])(/C(/[H])=C(\C)/C(/[H])=C(\[H])/C(=O)[C@]([H])(C)C[C@]([H])(CC=O)[C@@]([H])([C@@]([H])(C)[C@@]([H])(CC(=O)O1)O)O[C@@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O2)O[C@@]3([H])C[C@](C)([C@]([H])([C@]([H])(C)O3)O)O)N(C)C)O)CO[C@@]4([H])[C@@]([H])([C@@]([H])([C@@]([H])([C@@]([H])(C)O4)O)OC)OC,213,WBPYTXDJUQJLPQ-GSDFIKGFSA-N,tylosin,Possibly Marketed Outside US,0,['NCATS']
100,100,CC[C@]([H])(C)[C@]1([H])[C@@]([H])(C)C=C[C@]2(C[C@]3([H])C[C@@]([H])(C/C(/[H])=C(\C)/[C@]([H])([C@@]([H])(C)/C(/[H])=C(\[H])/C(/[H])=C/4\CO[C@]5([H])[C@@]([H])(C(=C[C@@]([H])(C(=O)O3)[C@]45O)C)O)O[C@@]6([H])C[C@@]([H])([C@]([H])([C@]([H])(C)O6)O[C@@]7([H])C[C@@]([H])([C@@]([H])([C@]([H])(C)O7)N=C(C)O)OC)OC)O2)O1,211,ZKWQQXZUCOBISE-NAMFGXNGSA-N,eprinomectin b1a,Possibly Marketed Outside US,0,['NCATS']
102,102,CC[C@]1([H])[C@]([H])(/C(/[H])=C(\C)/C(/[H])=C(\[H])/C(=O)[C@]([H])(C)C[C@]([H])(CCN2C[C@]([H])(C)C[C@]([H])(C)C2)[C@@]([H])([C@@]([H])(C)[C@@]([H])(CC(=O)O1)O)O[C@@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O3)O)N(C)C)O)CO[C@@]4([H])[C@@]([H])([C@@]([H])([C@@]([H])([C@@]([H])(C)O4)O)OC)OC.OP(=O)(O)O,209,JTSDBFGMPLKDCD-ARFDTMHISA-N,tilmicosin phosphate,Possibly Marketed Outside US,0,['NCATS']
104,104,CC[C@@]([H])(C)C(=O)O[C@@]1([H])[C@@]([H])([C@@]2([H])[C@@]([H])(CN3C[C@@]([H])(C)CC[C@@]3([H])[C@@]2(C)O)[C@]4([H])C[C@]56[C@@]([H])([C@@]([H])([C@@]([H])([C@@]7([H])[C@]6(C)CC[C@@]([H])([C@]7(O)O5)OC(=O)[C@](C)(CC)O)OC(=O)C)OC(=O)C)[C@@]41O)O.C(\[H])(=C(\[H])/C(=O)O)/C(=O)O,207,HYTGGNIMZXFORS-VATFIVJFSA-N,protoveratrine a maleate,US Previously Marketed,1,['NCATS']
105,105,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)[O-])O7)O)O)O.[K+].[K+],206,BIVBRWYINDPWKA-VLQRKCJKSA-L,glycyrrhizinate dipotassium,US Previously Marketed,1,['NCATS']
107,107,C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.C/C(=C\C(=O)OCCCCCCCCC(=O)[O-])C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O.O.O.[Ca+2],206,DDHVILIIHBIMQU-YJGQQKNPSA-L,mupirocin calcium,approved,0,['ChEMBL']
108,108,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)OC(=O)CC)O)O)O.CC(=N[C@@]([H])(CS)C(=O)O)O,206,HXKNXCFNAJGZCM-PWOIWMLJSA-N,erythromycin stinoprate,US Approved Rx,0,['NCATS']
109,109,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)OC(=O)CC)O)O)O.CCCCCCCCCCCCOS(=O)(=O)O,206,AWMFUEJKWXESNL-JZBHMOKNSA-N,erythromycin estolate,US Approved Rx,0,['NCATS']
112,112,CC(=N[C@@]([H])(CCC(=N)O)C(=O)O)O.CC(=N[C@@]([H])(CCC(=N)O)C(=O)O)O.CC(=N[C@@]([H])(CCC(=N)[O-])C(=O)[O-])[O-].CC(=N[C@@]([H])(CCC(=N)[O-])C(=O)[O-])[O-].CC(=N[C@@]([H])(CCC(=N)[O-])C(=O)[O-])[O-].[Al+3].[Al+3].[Al+3].O.O.O.O,205,IVVHAAOJLULJLK-YDXSIYMFSA-E,aceglutamide aluminum,Possibly Marketed Outside US,0,['NCATS']
113,113,CC(C)C[C@@]1([H])C(=N[C@]([H])(Cc2ccccc2)C(=O)N3CCC[C@@]3([H])C(=N[C@@]([H])(C(C)C)C(=N[C@@]([H])(CCCN)C(=N[C@@]([H])(CC(C)C)C(=N[C@]([H])(Cc4ccccc4)C(=O)N5CCC[C@@]5([H])C(=N[C@@]([H])(C(C)C)C(=N[C@@]([H])(CCCN)C(=N1)O)O)O)O)O)O)O)O.Cl.Cl,205,IUAYMJGZBVDSGL-XNNAEKOYSA-N,gramicidin s hydrochloride,Possibly Marketed Outside US,0,['NCATS']
116,116,C[C@@]1([H])/C(/[H])=C(\[H])/C(/[H])=C/2\CO[C@]3([H])[C@@]([H])(C(=C[C@@]([H])(C(=O)O[C@@]4([H])C[C@@]([H])(C/C(/[H])=C(\C)/[C@@]1([H])O[C@@]5([H])C[C@@]([H])([C@]([H])([C@]([H])(C)O5)O[C@@]6([H])C[C@@]([H])([C@]([H])([C@]([H])(C)O6)O)OC)OC)O[C@@]7(C=C[C@]([H])(C)[C@@]([H])(C8CCCCC8)O7)C4)[C@]23O)C)O,203,QLFZZSKTJWDQOS-PKPCRRNFSA-N,doramectin,Possibly Marketed Outside US,0,['NCATS']
117,117,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)OC(=O)C)O)O)O.CCCCCCCCCCCCCCCCCC(=O)O,203,CVBHEIRZLPKMSH-SNWVVRALSA-N,erythromycin acistrate,US Approved Rx,0,['NCATS']
119,119,CC1(C)[C@]([H])(C(=O)O)N2C(=O)[C@]([H])([C@@]2([H])S1)N=C(Cc3ccccc3)O.CC1(C)[C@]([H])(C(=O)O)N2C(=O)[C@]([H])([C@@]2([H])S1)N=C(Cc3ccccc3)[O-].CC1(C)[C@]([H])(C(=O)[O-])N2C(=O)[C@]([H])([C@@]2([H])S1)N=C(Cc3ccccc3)[O-].[Al+3],201,JGSARLDLIJGVTE-MBNYWOFBSA-M,penicillin g aluminum,US Previously Marketed,1,['NCATS']
120,120,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,201,XXZSQOVSEBAPGS-DONVQRBFSA-L,cisatracurium besylate,approved,0,['ChEMBL']
121,121,CN(C)[C@@]1([H])[C@]2([H])C[C@@]3([H])C(=C([C@@]2(C(=O)C(=C1O)C(=N)O)O)O)C(=O)c4c(ccc(c4[C@@]3([H])O)Cl)O.CN(C)[C@@]1([H])[C@]2([H])C[C@@]3([H])C(=C([C@@]2(C(=O)C(=C1O)C(=N)O)O)O)C(=O)c4c(ccc(c4[C@@]3([H])O)Cl)O.O.O.O,201,GCKOPPNKZABNEH-HZIPRYSESA-N,demeclocycline sesquihydrate,US Approved Rx,0,['NCATS']
122,122,C[C@]1([H])/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(/[H])=C(\C)/[C@]([H])(C[C@]2([H])CC[C@@]([H])(C)[C@@](C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O[C@@]([H])(CC(=O)[C@]([H])(C)/C(/[H])=C(\C)/[C@]([H])([C@]([H])(C(=O)[C@]([H])(C)C1)OC)O)[C@]([H])(C)C[C@]4([H])CC[C@@]([H])([C@@]([H])(C4)OC)n5cnnn5)(O)O2)OC,200,CGTADGCBEXYWNE-MQHQTJFCSA-N,zotarolimus,Possibly Marketed Outside US,0,['NCATS']
123,123,C[C@]1([H])C[C@]([H])(CC=O)[C@@]([H])([C@]([H])([C@@]([H])(CC(=O)O[C@]([H])(C)C/C(/[H])=C(\[H])/C(/[H])=C(\[H])/[C@]1([H])O[C@@]2([H])CC[C@@]([H])([C@@]([H])(C)O2)N(C)C)OC(=O)C)OC)O[C@@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O3)O[C@@]4([H])C[C@](C)([C@]([H])([C@]([H])(C)O4)O)O)N(C)C)O,200,ZPCCSZFPOXBNDL-NTVCAOFISA-N,spiramycin ii,Possibly Marketed Outside US,0,['NCATS']
124,124,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)N(C)C[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)O)O)O)O.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,200,FKEJLHMAOPHLIQ-WVVFQGGUSA-N,azithromycin hydrogencitrate,US Approved Rx,0,['NCATS']
125,125,CCN(CC)CC[N+](CC)(CC)CCOC1C(C(C(OC1OCC2C(C(C(C(O2)OCC3C(C(C(C(O3)O)O)O)OCC(COC4C(OC(C(C4O)OCCN(CC)CC)O)COC5C(C(C(C(O5)COC6C(C(C(C(O6)CO)OCCN(CC)CC)O)O)OCCN(CC)CC)O)OCCN(CC)CC)O)O)O)O)CO)O)O.[O-]S(=O)(=O)[O-],199,FOBBBZLWSIXGAU-YTILWJEISA-L,polydexide sulfate,withdrawn,1,['WITHDRAWN']
127,127,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,199,CILBMBUYJCWATM-UDRBCWGGSA-N,vinorelbine tartrate,approved,0,['ChEMBL']
128,128,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.C=CCN1CC[C@@]23c4c5ccc(c4O[C@@]3([H])C(=O)CC[C@]2([C@@]1([H])C5)O)O.C=CCN1CC[C@@]23c4c5ccc(c4O[C@@]3([H])C(=O)CC[C@]2([C@@]1([H])C5)O)O,199,BFXHRYXMFBRRFN-SXYFAJAHSA-N,dinaloxone pamoate,US Approved Rx,0,['NCATS']
129,129,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O7)O)O)O.N.O.O.O,198,GPRLSGONYQIRFK-UHFFFAOYSA-N,ammonium glycyrrhizinate trihydrate,US Previously Marketed,1,['NCATS']
130,130,Cc1c(c(-c2ccccc2Cl)no1)C(=N[C@]3([H])C(=O)N4[C@@]([H])(C(=O)O)C(C)(C)S[C@]34[H])O.Cc1c(c(-c2ccccc2Cl)no1)C(=N[C@]3([H])C(=O)N4[C@@]([H])(C(=O)O)C(C)(C)S[C@]34[H])O.c1ccc(cc1)CNCCNCc2ccccc2,198,COCFKSXGORCFOW-VZHMHXRYSA-N,cloxacillin benzathine,US Previously Marketed,1,['NCATS']
131,131,CC(C(C(=O)NCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CCSC)C(=O)NC(CC(=O)O)C(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)OS(=O)(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C5CCC(=O)N5)O,197,YRALAIOMGQZKOW-HYAOXDFASA-N,ceruletide,withdrawn,1,"['WITHDRAWN', 'NCATS']"
132,132,CCCCCCCCCCCCCCCCCC(=O)O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,197,YAVZHCFFUATPRK-YZPBMOCRSA-N,erythromycin stearate,approved,0,['ChEMBL']
133,133,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,197,KLRSDBSKUSSCGU-KRQUFFFQSA-N,aliskiren fumarate,approved,0,['ChEMBL']
134,134,CC(C)[C@@]([H])(Cc1ccc(c(c1)OCCCOC)OC)C[C@@]([H])([C@]([H])(C[C@@]([H])(C(C)C)C(=NCC(C)(C)C(=N)O)O)O)N.CC(C)[C@@]([H])(Cc1ccc(c(c1)OCCCOC)OC)C[C@@]([H])([C@]([H])(C[C@@]([H])(C(C)C)C(=NCC(C)(C)C(=N)O)O)O)N.C(\[H])(=C(/[H])\C(=O)O)/C(=O)O,197,KLRSDBSKUSSCGU-ZRHJJGBDSA-N,aliskiren hemifumarate,US Approved Rx,0,['NCATS']
135,135,CC[C@@]([H])(C)C(=O)O[C@@]1([H])[C@@]([H])([C@@]2([H])[C@@]([H])(CN3C[C@@]([H])(C)CC[C@@]3([H])[C@@]2(C)O)[C@]4([H])C[C@]56[C@@]([H])([C@@]([H])([C@@]([H])([C@@]7([H])[C@]6(C)CC[C@@]([H])([C@@]7(O)O5)OC(=O)[C@](C)(CC)O)OC(=O)C)OC(=O)C)[C@@]41O)O.CC(=O)O,196,DSDHWCGNLHADHK-XGTFUUGSSA-N,protoveratrine a acetate,US Previously Marketed,1,['NCATS']
138,138,CC(C)[C@@]([H])(C(=O)N1CC2(CC2)C[C@@]1([H])c3ncc(-c4ccc5-c6ccc(cc6C(c5c4)(F)F)-c7ccc8c(c7)[nH]c([C@]9([H])[C@@]%10([H])CC[C@]([H])(C%10)N9C(=O)[C@]([H])(C(C)C)N=C(O)OC)n8)[nH]3)N=C(O)OC.CC(=O)C.CC(=O)C,196,CSCPPACGZOOCGX-UHFFFAOYSA-N,ledipasvir diacetone,US Approved Rx,0,['NCATS']
139,139,CC[C@@]([H])(C)C(=O)O[C@@]1([H])[C@@]([H])([C@@]2([H])[C@@]([H])(CN3C[C@@]([H])(C)CC[C@@]3([H])[C@@]2(C)O)[C@]4([H])C[C@]56[C@@]([H])([C@@]([H])([C@@]([H])([C@@]7([H])[C@]6(C)CC[C@@]([H])([C@@]7(O)O5)OC(=O)[C@@](C)([C@@]([H])(C)O)O)OC(=O)C)OC(=O)C)[C@@]41O)O,195,BFLXOMFFVWQPAZ-CEEVVQPDSA-N,protoveratrine b,US Previously Marketed,1,['NCATS']
140,140,CC(C)C[C@@]([H])(B1OB([C@]([H])(CC(C)C)N=C([C@]([H])(Cc2ccccc2)N=C(c3cnccn3)O)O)OB([C@]([H])(CC(C)C)N=C([C@]([H])(Cc4ccccc4)N=C(c5cnccn5)O)O)O1)N=C([C@]([H])(Cc6ccccc6)N=C(c7cnccn7)O)O,195,YVBHFXUJMLXLKP-INZJBPCBSA-N,bortezomib boronic anhydride,US Approved Rx,0,['NCATS']
142,142,C[C@]1([H])C[C@]([H])(CC=O)[C@@]([H])([C@]([H])([C@@]([H])(CC(=O)O[C@]([H])(C)C/C(/[H])=C(\[H])/C(/[H])=C(\[H])/[C@]1([H])O[C@@]2([H])CC[C@@]([H])([C@@]([H])(C)O2)N(C)C)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O3)O[C@@]4([H])C[C@](C)([C@]([H])([C@]([H])(C)O4)O)O)N(C)C)O,194,ACTOXUHEUCPTEW-ZOTSFZJCSA-N,spiramycin i,Possibly Marketed Outside US,0,['NCATS']
147,147,CC(C)C[C@@]1([H])C(=O)O[C@]([H])(C)C(=O)N(C)[C@@]([H])(CC(C)C)C(=O)O[C@]([H])(Cc2ccc(cc2)N3CCOCC3)C(=O)N(C)[C@@]([H])(CC(C)C)C(=O)O[C@]([H])(C)C(=O)N(C)[C@@]([H])(CC(C)C)C(=O)O[C@]([H])(Cc4ccc(cc4)N5CCOCC5)C(=O)N1C,193,ZMQMTKVVAMWKNY-YSXLEBCMSA-N,emodepside,Possibly Marketed Outside US,0,['NCATS']
148,148,C[C@@]1([H])/C(/[H])=C(\[H])/C(/[H])=C(/C)\C(=Nc2c(/C(/[H])=N/N3CCN(C)CC3)c(c4c(c(c(C)c5c4C(=O)[C@@](C)(O/C(/[H])=C(\[H])/[C@@]([H])([C@@]([H])(C)[C@]([H])([C@]([H])(C)[C@@]([H])([C@]([H])(C)[C@@]1([H])O)O)OC(=O)C)OC)O5)[O-])c2O)O)O.CCCCC(CC)C(=O)O.[Na+],193,FDVPAXCAGKNCPH-KJABQCLJSA-M,rifampin sodium ethylhexanoate,US Approved Rx,0,['NCATS']
149,149,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O7)O)O)O.N,192,ILRKKHJEINIICQ-OOFFSTKBSA-N,ammonium glycyrrhizate,US Previously Marketed,1,['NCATS']
150,150,CC[C@@]([H])(C)C(=O)O[C@@]1([H])[C@@]([H])([C@@]2([H])[C@@]([H])(CN3C[C@@]([H])(C)CC[C@@]3([H])[C@@]2(C)O)[C@]4([H])C[C@]56[C@@]([H])([C@@]([H])([C@@]([H])([C@@]7([H])[C@]6(C)CC[C@@]([H])([C@@]7(O)O5)OC(=O)[C@](C)(CC)O)OC(=O)C)OC(=O)C)[C@@]41O)O.Cl,191,CWXLRJWGWPIDOZ-XGTFUUGSSA-N,protoveratrine a hydrochloride,US Previously Marketed,1,['NCATS']
151,151,c1cc2[C@]([H])(c3cc(cc(c3C(=O)c2c(c1)O[C@@]4([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O4)O)O)O)O)C(=O)O)[C@@]5([H])c6cccc(c6C(=O)c7c5cc(cc7O)C(=O)O)O[C@@]8([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O8)O)O)O,191,IPQVTOJGNYVQEO-AIFLABODSA-N,sennoside b,Possibly Marketed Outside US,0,['NCATS']
152,152,CC1(C)[C@]2([H])CC[C@]3(C)[C@]([H])(C(=O)C=C4[C@]5([H])C[C@](C)(CC[C@]5(C)CC[C@]43C)C(=O)O)[C@@]2(C)CC[C@]1([H])O[C@]6([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O6)O)O)O[C@@]7([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C(=O)O)O7)O)O)O,190,LPLVUJXQOOQHMX-QWBHMCJMSA-N,glycyrrhizin,US Previously Marketed,1,['NCATS']
155,155,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,190,NSYZCCDSJNWWJL-YXOIYICCSA-N,erythromycin ethylsuccinate,approved,0,['ChEMBL']
156,156,c1cc2[C@]([H])(c3cc(cc(c3C(=O)c2c(c1)O[C@@]4([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O4)O)O)O)O)C(=O)O)[C@]5([H])c6cccc(c6C(=O)c7c5cc(cc7O)C(=O)O)O[C@@]8([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O8)O)O)O,190,IPQVTOJGNYVQEO-KGFNBKMBSA-N,sennoside a,Possibly Marketed Outside US,0,['NCATS']
157,157,CC1=C2[C@]([H])(C(=O)[C@]3(C)[C@]([H])(C[C@]4([H])[C@@](CO4)([C@@]3([H])[C@@]([H])([C@](C[C@]1([H])OC(=O)[C@@]([H])([C@]([H])(c5ccccc5)N=C(c6ccccc6)O)O)(C2(C)C)O)OC(=O)c7ccccc7)OC(=O)C)OC(=O)OCC([H])(CO)O)OC(=O)C,190,HSUDWURBWSUCOB-JPHWUADUSA-N,paclitaxel ceribate,US Approved Rx,0,['NCATS']
